SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
DSSL,Dynacons Systems & Solutions Limited,19.030155,35.041,,1.732,13015821312.0,Technology,Information Technology Services
DTIL,Dhunseri Tea & Industries Limited,,50.51,,,1925023104.0,Consumer Defensive,Packaged Foods
DUCON,Ducon Infratechnologies Limited,13.902439,60.779,,-0.167,1855173248.0,Industrials,Specialty Industrial Machinery
DVL,Dhunseri Ventures Limited,4.615543,12.111,,6.537,11823864832.0,Financial Services,Capital Markets
DWARKESH,Dwarikesh Sugar Industries Limited,,29.803,,0.115,6974729216.0,Consumer Defensive,Confectioners
DYCL,Dynamic Cables Limited,23.304586,35.17,,0.906,13421820928.0,Industrials,Electrical Equipment & Parts
DYNAMATECH,Dynamatic Technologies Limited,49.03773,78.751,,-0.686,41234165760.0,Consumer Cyclical,Auto Parts
DYNPRO,Dynemic Products Limited,21.75194,50.035,,2.462,3487409152.0,Basic Materials,Specialty Chemicals
E2E,E2E Networks Limited,85.41576,37.176,,0.865,28251777024.0,Technology,Software - Infrastructure
EASEMYTRIP,Easy Trip Planners Limited,57.2381,5.475,,-0.308,42669199360.0,Consumer Cyclical,Travel Services
ECLERX,eClerx Services Limited,24.753275,14.133,,0.012,124309176320.0,Technology,Information Technology Services
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,19.14,10.872,,-0.097,11483999232.0,Industrials,Rental & Leasing Services
EDELWEISS,Edelweiss Financial Services Limited,14.537313,318.382,,0.209,80739426304.0,Financial Services,Financial Conglomerates
EICHERMOT,Eicher Motors Limited,32.41245,2.128,,0.174,1438785208320.0,Consumer Cyclical,Auto Manufacturers
EIDPARRY,EID Parry India Limited,16.86966,14.341,,0.646,136966897664.0,Basic Materials,Agricultural Inputs
EIEL,Enviro Infra Engineers Limited,22.814655,105.348,,0.962,37163212800.0,Industrials,Engineering & Construction
EIFFL,Euro India Fresh Foods Limited,206.51724,56.717,,0.651,4455816192.0,Consumer Defensive,Packaged Foods
EIHAHOTELS,EIH Associated Hotels Limited,26.22963,0.916,,0.054,21577543680.0,Consumer Cyclical,Lodging
EIHOTEL,EIH Limited,32.27513,4.716,,0.205,228883218432.0,Consumer Cyclical,Lodging
EIMCOELECO,Eimco Elecon (India) Limited,18.250462,0.191,,-0.18,8591523840.0,Industrials,Farm & Heavy Construction Machinery
EKC,Everest Kanto Cylinder Limited,13.543601,14.383,,-0.506,13433783296.0,Industrials,Specialty Industrial Machinery
ELDEHSG,Eldeco Housing And Industries Limited,22.92623,29.593,,-0.288,6875725312.0,Real Estate,Real Estate Services
ELECON,Elecon Engineering Company Limited,26.207,6.726,,0.189,97445699584.0,Industrials,Specialty Industrial Machinery
ELECTCAST,Electrosteel Castings Limited,7.7134833,35.375,,-0.411,59413762048.0,Industrials,Building Products & Equipment
ELECTHERM,Electrotherm (India) Limited,3.2196596,,,-0.175,11615698944.0,Basic Materials,Steel
ELGIEQUIP,Elgi Equipments Limited,43.695015,30.267,,-0.039,141718667264.0,Industrials,Specialty Industrial Machinery
ELGIRUBCO,Elgi Rubber Company Limited,28.283104,131.633,,,3100097024.0,Consumer Cyclical,Auto Parts
ELIN,Elin Electronics Limited,41.874233,1.406,,-0.473,6819547648.0,Industrials,Electrical Equipment & Parts
EMAMILTD,Emami Limited,32.571426,2.831,,0.079,258936815616.0,Consumer Defensive,Household & Personal Products
EMAMIPAP,Emami Paper Mills Limited,14.701613,79.23,,-0.957,5514483712.0,Basic Materials,Paper & Paper Products
EMAMIREAL,Emami Realty Limited,,,,,4806175232.0,Real Estate,Real Estate - Development
EMBDL,Embassy Developments Limited,,7.995,,,135371603968.0,Real Estate,Real Estate - Diversified
EMCURE,Emcure Pharmaceuticals Limited,30.82735,27.624,,0.295,187095531520.0,Healthcare,Drug Manufacturers - Specialty & Generic
EMIL,Electronics Mart India Limited,28.059227,101.426,,-0.311,47393382400.0,Consumer Cyclical,Specialty Retail
EMKAY,Emkay Global Financial Services Limited,9.368399,11.002,,-0.322,5324868608.0,Financial Services,Capital Markets
EMMBI,Emmbi Industries Limited,17.248508,80.39,,-0.299,1602769536.0,Consumer Cyclical,Packaging & Containers
EMSLIMITED,EMS Limited,19.02853,8.855,,0.234,35187093504.0,Industrials,Engineering & Construction
EMUDHRA,eMudhra Limited,82.17019,,,-0.019,67570204672.0,Technology,Software - Application
ENDURANCE,Endurance Technologies Limited,32.21579,14.365,,0.211,258299494400.0,Consumer Cyclical,Auto Parts
ENERGYDEV,Energy Development Company Limited,,150.401,,,916535232.0,Utilities,Utilities - Regulated Electric
ENGINERSIN,Engineers India Limited,22.04607,1.221,,0.717,91444232192.0,Industrials,Engineering & Construction
ENIL,Entertainment Network (India) Limited,78.35673,22.772,,-0.614,6466009088.0,Communication Services,Broadcasting
ENTERO,Entero Healthcare Solutions Limited,57.404728,20.965,,2.058,51774164992.0,Healthcare,Medical Distribution
EPACK,EPACK Durable Limited,77.54757,53.566,,-0.581,35200950272.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EPIGRAL,Epigral Limited,21.226698,64.014,,1.053,76469682176.0,Basic Materials,Chemicals
EPL,EPL Limited,22.539474,38.29,,0.081,60214689792.0,Consumer Cyclical,Packaging & Containers
EQUIPPP,Equippp Social Impact Technologies Limited,,128.006,,,2041403776.0,Basic Materials,Agricultural Inputs
EQUITASBNK,Equitas Small Finance Bank Limited,20.571428,18.247,,-0.672,64083054592.0,Financial Services,Banks - Regional
ERIS,Eris Lifesciences Limited,54.554092,86.078,,-0.186,179912196096.0,Healthcare,Drug Manufacturers - Specialty & Generic
ESABINDIA,Esab India Limited,38.656162,1.226,,0.064,66922397696.0,Industrials,Tools & Accessories
ESAFSFB,ESAF Small Finance Bank Limited,,,,,13679433728.0,Financial Services,Banks - Regional
ESCORTS,Escorts Kubota Limited,28.633604,1.015,,0.114,347704360960.0,Industrials,Farm & Heavy Construction Machinery
ESSARSHPNG,Essar Shipping Limited,0.8879771,,,,5159871488.0,Industrials,Marine Shipping
ESSENTIA,Integra Essentia Limited,24.999998,6.885,,-0.094,2423475200.0,Consumer Defensive,Food Distribution
ESTER,Ester Industries Limited,,104.575,,,11332904960.0,Basic Materials,Specialty Chemicals
ETHOSLTD,Ethos Limited,63.69768,19.352,,0.112,60078661632.0,Consumer Cyclical,Luxury Goods
EUREKAFORB,Eureka Forbes Limited,72.14893,1.823,,0.534,98413092864.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
EUROTEXIND,Eurotex Industries and Exports Limited,,,,,131247904.0,Real Estate,Real Estate - Development
EVEREADY,Eveready Industries India Limited,27.45,65.082,,0.552,21954846720.0,Industrials,Electrical Equipment & Parts
EVERESTIND,Everest Industries Limited,,49.791,,,7140153856.0,Industrials,Building Products & Equipment
EXCEL,Excel Realty N Infra Limited,37.0,0.251,,0.893,1057830016.0,Industrials,Conglomerates
EXCELINDUS,Excel Industries Limited,17.014688,0.867,,1.315,13541157888.0,Basic Materials,Specialty Chemicals
EXICOM,Exicom Tele-Systems Limited,,84.952,,,19060461568.0,Industrials,Electrical Equipment & Parts
EXIDEIND,Exide Industries Limited,39.140705,13.489,,-0.22,309781528576.0,Consumer Cyclical,Auto Parts
EXPLEOSOL,Expleo Solutions Limited,12.914281,4.9,,-0.419,12252026880.0,Technology,Information Technology Services
EXXARO,Exxaro Tiles Limited,,37.801,,1.0,2872378624.0,Industrials,Building Products & Equipment
FACT,Fertilizers and Chemicals Travancore Limited,,138.861,,-0.745,403272400896.0,Basic Materials,Agricultural Inputs
FAIRCHEMOR,Fairchem Organics Limited,34.752163,14.877,,-0.715,11502663680.0,Basic Materials,Specialty Chemicals
FAZE3Q,Faze Three Limited,31.180923,43.786,,-0.302,10016996352.0,Consumer Cyclical,Textile Manufacturing
FCL,Fineotex Chemical Limited,21.886667,0.056,,-0.176,26342430720.0,Basic Materials,Specialty Chemicals
FCSSOFT,FCS Software Solutions Limited,263.00003,,,,4496116736.0,Technology,Information Technology Services
FDC,FDC Limited,23.804543,0.878,,-0.531,64886472704.0,Healthcare,Drug Manufacturers - Specialty & Generic
FEDERALBNK,The Federal Bank  Limited,11.941213,,,-0.097,478658723840.0,Financial Services,Banks - Regional
FEDFINA,Fedbank Financial Services Limited,14.769748,415.97,,-0.735,32761749504.0,Financial Services,Credit Services
FEL,Future Enterprises Limited,,,-238.273,,276810592.0,Consumer Cyclical,Department Stores
FELDVR,Future Enterprises Limited,,,-238.273,,287883232.0,Consumer Cyclical,Department Stores
FIBERWEB,Fiberweb (India) Limited,8.703625,4.727,,1.278,1175277184.0,Consumer Cyclical,Textile Manufacturing
FIEMIND,Fiem Industries Limited,18.76419,2.427,,0.16,36106678272.0,Consumer Cyclical,Auto Parts
FILATEX,Filatex India Limited,13.059234,17.747,,0.342,16639958016.0,Consumer Cyclical,Textile Manufacturing
FILATFASH,Filatex Fashions Limited,,2.41,,0.176,4415485952.0,Consumer Cyclical,Apparel Manufacturing
FINCABLES,Finolex Cables Limited,19.329885,0.358,,-0.024,134333972480.0,Industrials,Electrical Equipment & Parts
FINEORG,Fine Organic Industries Limited,29.658865,0.17,,-0.122,127069331456.0,Basic Materials,Specialty Chemicals
FINOPB,Fino Payments Bank Limited,19.918968,,,0.007,18615123968.0,Financial Services,Banks - Regional
FINPIPE,Finolex Industries Limited,13.664093,5.437,,-0.013,109410656256.0,Industrials,Building Products & Equipment
FIRSTCRY,Brainbees Solutions Limited,,29.593,,,172466585600.0,Consumer Cyclical,Internet Retail
FIVESTAR,Five-Star Business Finance Limited,19.713713,120.21,,0.269,202742431744.0,Financial Services,Credit Services
FLAIR,Flair Writing Industries Limited,19.729254,5.403,,0.418,24806819840.0,Industrials,Business Equipment & Supplies
FLEXITUFF,Flexituff Ventures International Limited,0.26377204,890.146,,,987911616.0,Consumer Cyclical,Textile Manufacturing
FLFL,Future Lifestyle Fashions Limited,,,,,288538240.0,Consumer Cyclical,Apparel Manufacturing
FLUOROCHEM,Gujarat Fluorochemicals Limited,92.720695,35.494,,0.573,422285377536.0,Basic Materials,Specialty Chemicals
FMGOETZE,Federal-Mogul Goetze (India) Limited.,13.548638,0.566,,0.182,19371098112.0,Consumer Cyclical,Auto Parts
FMNL,Future Market Networks Limited,1.0418849,102.486,,-0.232,980915584.0,Real Estate,Real Estate Services
FOCUS,Focus Lighting and Fixtures Limited,26.619719,10.51,,,6186026496.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FOODSIN,Foods & Inns Limited,23.889505,92.141,,-0.833,6372218880.0,Consumer Defensive,Packaged Foods
FORCEMOT,FORCE MOTORS LTD,23.111834,8.946,,0.35,116954152960.0,Consumer Cyclical,Auto Manufacturers
FORTIS,Fortis Healthcare Limited,63.922245,13.592,,0.843,490493247488.0,Healthcare,Medical Care Facilities
FOSECOIND,Foseco India Limited,30.059513,0.527,23.183,0.199,21934936064.0,Basic Materials,Chemicals
FSC,Future Supply Chain Solutions Limited,,,,,78117888.0,Industrials,Integrated Freight & Logistics
FSL,Firstsource Solutions Limited,40.21092,57.758,,0.234,223532089344.0,Technology,Information Technology Services
FUSION,Fusion Finance Limited,,404.704,,,13941594112.0,Financial Services,Credit Services
GABRIEL,Gabriel India Limited,34.678326,7.503,,0.456,79751151616.0,Consumer Cyclical,Auto Parts
GAEL,Gujarat Ambuja Exports Limited,17.31798,5.795,,-0.291,53516029952.0,Consumer Defensive,Packaged Foods
GAIL,GAIL (India) Limited,9.339503,23.366,,0.278,1161668067328.0,Utilities,Utilities - Regulated Gas
GALAPREC,Gala Precision Engineering Limited,41.84892,5.382,,-0.258,10059197440.0,Industrials,Specialty Industrial Machinery
GALAXYSURF,Galaxy Surfactants Limited,24.884487,6.584,,-0.095,76422447104.0,Basic Materials,Specialty Chemicals
GALLANTT,Gallantt Ispat Limited,27.23033,15.539,,1.191,103605813248.0,Basic Materials,Steel
GANDHAR,Gandhar Oil Refinery (India) Limited,18.12655,17.853,,-0.638,14338518016.0,Energy,Oil & Gas Refining & Marketing
GANDHITUBE,Gandhi Special Tubes Limited,13.277711,0.108,,0.148,7978362368.0,Industrials,Metal Fabrication
GANECOS,Ganesha Ecosphere Limited,38.145695,44.361,,1.01,39529762816.0,Consumer Cyclical,Textile Manufacturing
GANESHBE,Ganesh Benzoplast Limited,13.455739,11.342,,0.09,8863335424.0,Basic Materials,Specialty Chemicals
GANESHHOUC,Ganesh Housing Corporation Limited,15.589583,2.408,,0.6,85172019200.0,Real Estate,Real Estate - Development
GANGAFORGE,Ganga Forging Limited,166.0,28.578,,0.0,671313984.0,Industrials,Metal Fabrication
GANGESSECU,Ganges Securities Limited,27.513968,,,-0.231,1481518848.0,Consumer Defensive,Packaged Foods
GARFIBRES,Garware Technical Fibres Limited,36.72113,12.99,,0.13,83656253440.0,Consumer Cyclical,Textile Manufacturing
GARUDA,Garuda Construction and Engineering Limited,27.183672,0.094,36.143002,,9914522624.0,Industrials,Engineering & Construction
GATECH,GACM Technologies Limited,12.999999,11.911,,2.784,557651904.0,Financial Services,Asset Management
GATECHDVR,GACM Technologies Limited,17.6,11.911,,2.784,574810688.0,Financial Services,Asset Management
GATEWAY,Gateway Distriparks Limited,4.9492345,24.085,,6.23,30824855552.0,Industrials,Integrated Freight & Logistics
GAYAHWS,Gayatri Highways Limited,,,,,330719744.0,Industrials,Infrastructure Operations
GAYAPROJ,Gayatri Projects Limited,,,,,1226153600.0,Industrials,Engineering & Construction
GEECEE,GeeCee Ventures Limited,13.3063965,,,1.12,8091782656.0,Real Estate,Real Estate - Development
GEEKAYWIRE,Geekay Wires Limited,10.636977,74.637,32.719,-0.08,4119133184.0,Industrials,Electrical Equipment & Parts
GENCON,Generic Engineering Construction and Projects Limited,17.705523,24.213,3.483,0.233,1647369216.0,Industrials,Engineering & Construction
GENESYS,Genesys International Corporation Limited,47.642155,14.352,,0.228,25034012672.0,Technology,Software - Application
GENSOL,Gensol Engineering Limited,7.1505704,228.07,,0.278,6262534144.0,Technology,Solar
GENUSPAPER,Genus Paper & Boards Limited,157.83334,73.444,,,4869966336.0,Basic Materials,Paper & Paper Products
GENUSPOWER,Genus Power Infrastructures Limited,36.43969,69.599,,,77717233664.0,Industrials,Electrical Equipment & Parts
GEOJITFSL,Geojit Financial Services Limited,10.200573,50.905,,-0.156,19871848448.0,Financial Services,Capital Markets
GEPIL,GE Power India Limited,,27.584,,,16236484608.0,Industrials,Engineering & Construction
GESHIP,The Great Eastern Shipping Company Limited,4.494126,20.654,,0.103,129432567808.0,Industrials,Marine Shipping
GFLLIMITED,GFL Limited,,,,2.0,5939572224.0,Financial Services,Asset Management
GHCL,GHCL Limited,9.705648,5.587,,0.685,58410426368.0,Basic Materials,Chemicals
GHCLTEXTIL,GHCL Textiles Limited,13.884191,0.994,,1.085,7219595264.0,Consumer Cyclical,Textile Manufacturing
GICHSGFIN,GIC Housing Finance Limited,5.137609,461.214,,0.394,9198447616.0,Financial Services,Mortgage Finance
GICRE,General Insurance Corporation of India,9.454948,,9.083,0.166,710619693056.0,Financial Services,Insurance - Reinsurance
GILLANDERS,Gillanders Arbuthnot & Company Limited,5230.0,48.359,,,2252236800.0,Consumer Defensive,Farm Products
GILLETTE,Gillette India Limited,54.75673,0.005,44.821998,0.212,259270672384.0,Consumer Defensive,Household & Personal Products
GINNIFILA,Ginni Filaments Limited,,43.276,,,1864579456.0,Consumer Cyclical,Textile Manufacturing
GIPCL,Gujarat Industries Power Company Limited,13.154295,20.669,,-0.159,28055187456.0,Utilities,Utilities - Regulated Electric
GKWLIMITED,GKW Limited,,0.0,,,10192572416.0,Industrials,Specialty Business Services
GLAND,Gland Pharma Limited,34.515564,3.717,,0.066,242990383104.0,Healthcare,Drug Manufacturers - Specialty & Generic
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,53.869225,0.884,,4.026,464231661568.0,Healthcare,Drug Manufacturers - General
GLENMARK,Glenmark Pharmaceuticals Limited,,21.086,,,423239680000.0,Healthcare,Drug Manufacturers - Specialty & Generic
GLFL,Gujarat Lease Financing Limited,551.00006,,,-0.5,189617296.0,Financial Services,Shell Companies
GLOBAL,Global Education Limited,7.8353767,,30.135,-0.334,2277333248.0,Consumer Defensive,Education & Training Services
GLOBALE,Globale Tessile Limited,,,,,195732128.0,,
GLOBALVECT,Global Vectra Helicorp Limited,,3769.66,,,3576999936.0,Industrials,Airports & Air Services
GLOBE,Globe Textiles (India) Limited,6.923077,124.837,,0.0,934618560.0,Consumer Cyclical,Textile Manufacturing
GLOBUSSPR,Globus Spirits Limited,177.42857,42.423,,-0.991,30578032640.0,Consumer Defensive,Beverages - Wineries & Distilleries
GLOSTERLTD,Gloster Limited,,30.948,,-0.618,6397721088.0,Consumer Cyclical,Textile Manufacturing
GMBREW,GM Breweries Limited,10.739524,,,-0.029,14930449408.0,Consumer Defensive,Beverages - Wineries & Distilleries
GMDCLTD,Gujarat Mineral Development Corporation Limited,13.015267,0.046,,0.264,86750396416.0,Energy,Thermal Coal
GMMPFAUDLR,GMM Pfaudler Limited,41.906113,90.392,,0.309,46553182208.0,Industrials,Specialty Industrial Machinery
GMRAIRPORT,GMR AIRPORTS LIMITED,,,,,852945403904.0,Industrials,Airports & Air Services
GMRP&UI,GMR Power and Urban Infra Limited,4.922775,1174.798,,,80654942208.0,Energy,Thermal Coal
GNA,GNA Axles Limited,13.515045,29.842,,0.13,13304254464.0,Consumer Cyclical,Auto Parts
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,14.021399,0.944,,0.76,72242667520.0,Basic Materials,Chemicals
GOACARBON,Goa Carbon Limited,,113.517,,,4211313408.0,Basic Materials,Specialty Chemicals
GOCLCORP,GOCL Corporation Limited,9.499109,84.833,,4.974,13259724800.0,Basic Materials,Specialty Chemicals
GOCOLORS,Go Fashion (India) Limited,43.40923,75.478,,0.039,37592530944.0,Consumer Cyclical,Apparel Retail
GODAVARIB,Godavari Biorefineries Limited,,171.476,,-0.857,8748536832.0,Basic Materials,Chemicals
GODFRYPHLP,Godfrey Phillips India Limited,34.421024,5.248,,0.492,346142539776.0,Consumer Defensive,Tobacco
GODHA,Godha Cabcon & Insulation Limited,9.125,86.515,,,486355200.0,Industrials,Electrical Equipment & Parts
GODIGIT,Go Digit General Insurance Limited,165.71005,7.501,,1.667,258274705408.0,Financial Services,Insurance - Property & Casualty
GODREJAGRO,Godrej Agrovet Limited,34.17476,72.939,,0.213,142123024384.0,Consumer Defensive,Packaged Foods
GODREJCP,Godrej Consumer Products Limited,,31.458,,-0.143,1183213289472.0,Consumer Defensive,Household & Personal Products
GODREJIND,Godrej Industries Limited,75.01042,221.402,,0.769,363818254336.0,Industrials,Conglomerates
GODREJPROP,Godrej Properties Limited,38.91513,122.227,,1.545,622835466240.0,Real Estate,Real Estate - Development
GOENKA,Goenka Diamond and Jewels Limited,,,,,307423808.0,Consumer Cyclical,Luxury Goods
GOKEX,Gokaldas Exports Limited,39.369984,29.592,,0.415,59687583744.0,Consumer Cyclical,Apparel Manufacturing
GOKUL,Gokul Refoils and Solvent Limited,42.264706,123.279,3.05,-0.705,4267674624.0,Consumer Defensive,Packaged Foods
GOKULAGRO,Gokul Agro Resources Limited,14.625842,52.573,,1.154,35239170048.0,Consumer Defensive,Packaged Foods
GOLDENTOBC,Golden Tobacco Limited,13.816733,,,,621635520.0,Consumer Defensive,Tobacco
GOLDIAM,Goldiam International Limited,29.590954,0.673,,0.538,32847652864.0,Consumer Cyclical,Luxury Goods
GOLDTECH,AION-TECH SOLUTIONS LIMITED,28.622952,15.359,,,1811410432.0,Technology,Information Technology Services
GOODLUCK,Goodluck India Limited,14.463161,52.432,,0.065,23352756224.0,Basic Materials,Steel
GOPAL,Gopal Snacks Limited,40.31711,1.349,,-0.701,34145789952.0,Consumer Defensive,Packaged Foods
GOYALALUM,Goyal Aluminiums Limited,49.176468,7.887,,0.0,1198915968.0,Basic Materials,Aluminum
GPIL,Godawari Power And Ispat limited,15.676265,0.724,,-0.363,130225930240.0,Basic Materials,Steel
GPPL,Gujarat Pipavav Port Limited,19.131035,2.81,,-0.142,67147026432.0,Industrials,Marine Shipping
GPTHEALTH,GPT Healthcare Limited,27.744646,12.075,,0.035,13818849280.0,Healthcare,Medical Care Facilities
GPTINFRA,GPT Infraprojects Limited,21.672213,23.304,,0.336,16477536256.0,Industrials,Engineering & Construction
GRANULES,Granules India Limited,23.126583,32.014,,-0.064,110792933376.0,Healthcare,Drug Manufacturers - Specialty & Generic
GRAPHITE,Graphite India Limited,21.928701,4.111,,,93760118784.0,Industrials,Electrical Equipment & Parts
GRASIM,Grasim Industries Limited,45.056816,108.535,,-0.42,1717798567936.0,Basic Materials,Building Materials
GRAVITA,Gravita India Limited,41.36604,59.404,,0.299,125561733120.0,Industrials,Metal Fabrication
GREAVESCOT,Greaves Cotton Limited,122.28931,5.333,,-0.641,45245800448.0,Industrials,Specialty Industrial Machinery
GREENLAM,Greenlam Industries Limited,53.741707,111.065,,-0.505,58008797184.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GREENPANEL,Greenpanel Industries Limited,33.4639,23.825,,-0.755,26762219520.0,Basic Materials,Lumber & Wood Production
GREENPLY,Greenply Industries Limited,31.322506,59.963,,-0.097,33780240384.0,Basic Materials,Lumber & Wood Production
GREENPOWER,Orient Green Power Company Limited,55.227272,54.275,,,14263612416.0,Utilities,Utilities - Independent Power Producers
GRINDWELL,Grindwell Norton Limited,47.896317,3.873,,-0.058,177141186560.0,Industrials,Building Products & Equipment
GRINFRA,G R Infraprojects Limited,8.640103,54.216,,0.077,100748959744.0,Industrials,Engineering & Construction
GRMOVER,GRM Overseas Limited,29.934805,54.074,,-0.156,17907001344.0,Consumer Defensive,Packaged Foods
GROBTEA,The Grob Tea Company Limited,7.0335035,16.199,,-0.739,1071203328.0,Consumer Defensive,Farm Products
GRPLTD,GRP Limited,69.442505,69.354,,0.017,15910657024.0,Consumer Cyclical,Auto Parts
GRSE,Garden Reach Shipbuilders & Engineers Limited,47.522507,0.521,,0.113,187559231488.0,Industrials,Aerospace & Defense
GRWRHITECH,Garware Hi-Tech Films Limited,20.073227,0.619,,0.088,62411517952.0,Basic Materials,Specialty Chemicals
GSFC,Gujarat State Fertilizers & Chemicals Limited,13.109971,0.752,,0.131,71629398016.0,Basic Materials,Agricultural Inputs
GSLSU,Global Surfaces Limited,,47.157,,,4605112832.0,Basic Materials,Building Materials
GSPL,Gujarat State Petronet Limited,11.977273,0.914,,-0.407,163536568320.0,Utilities,Utilities - Regulated Gas
GSS,GSS Infotech Limited,10.780347,3.396,,,962593600.0,Technology,Information Technology Services
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,,16.973,,,313824288.0,Consumer Defensive,Education & Training Services
GTL,GTL Limited,1.1214576,,,,1314882944.0,Communication Services,Telecom Services
GTLINFRA,GTL Infrastructure Limited,,,,,18953297920.0,Technology,Communication Equipment
GTPL,GTPL Hathway Limited,24.350445,25.512,,-0.573,12268588032.0,Communication Services,Entertainment
GUFICBIO,Gufic Biosciences Limited,40.097683,51.541,,-0.135,32931295232.0,Healthcare,Drug Manufacturers - Specialty & Generic
GUJALKALI,Gujarat Alkalies and Chemicals Limited,,9.746,,,46124343296.0,Basic Materials,Chemicals
GUJAPOLLO,Gujarat Apollo Industries Limited,47.280815,7.366,,-0.472,4391412736.0,Industrials,Specialty Industrial Machinery
GUJGASLTD,Gujarat Gas Limited,21.495125,1.83,,0.0,273252335616.0,Utilities,Utilities - Regulated Gas
GUJRAFFIA,Gujarat Raffia Industries Limited,20.000002,13.426,,-0.576,,,
GUJTHEM,Gujarat Themis Biosyn Limited,54.33748,1.52,,-0.003,28603115520.0,Healthcare,Drug Manufacturers - Specialty & Generic
GULFOILLUB,Gulf Oil Lubricants India Limited,15.294737,32.131,,0.229,53729468416.0,Basic Materials,Specialty Chemicals
GULFPETRO,GP Petroleums Limited,8.051334,4.572,,0.032,1999098240.0,Energy,Oil & Gas Refining & Marketing
GULPOLY,Gulshan Polyols Limited,49.60154,73.207,,0.459,11998286848.0,Basic Materials,Chemicals
GVKPIL,GVK Power & Infrastructure Limited,0.8859416,269.261,,,5338889728.0,Utilities,Utilities - Independent Power Producers
GVPTECH,GVP Infotech Limited,67.2,,,,1641648896.0,Technology,Information Technology Services
GVT&D,GE Vernova T&D India Limited,91.01233,2.768,,1.886,359105921024.0,Industrials,Specialty Industrial Machinery
HAL,Hindustan Aeronautics Limited,32.605957,0.004,,0.142,2835101777920.0,Industrials,Aerospace & Defense
HAPPSTMNDS,Happiest Minds Technologies Limited,39.611485,,15.197,-0.341,87910531072.0,Technology,Information Technology Services
HAPPYFORGE,Happy Forgings Limited,27.744854,8.699,,0.114,73683263488.0,Industrials,Metal Fabrication
HARDWYN,Hardwyn India Limited,46.153847,1.686,,-0.067,5861208064.0,Industrials,Building Products & Equipment
HARIOMPIPE,Hariom Pipe Industries Limited,19.302204,61.068,,0.145,11392869376.0,Basic Materials,Steel
HARRMALAYA,Harrisons  Malayalam Limited,2479.3752,68.868,,0.677,3700913664.0,Consumer Defensive,Farm Products
HARSHA,Harsha Engineers International Limited,26.295244,14.792,,-0.101,33784969216.0,Industrials,Tools & Accessories
HATHWAY,Hathway Cable & Datacom Limited,24.98077,0.367,,-0.385,22993598464.0,Communication Services,Entertainment
HATSUN,Hatsun Agro Product Limited,70.01935,142.891,,-0.287,201753231360.0,Consumer Defensive,Packaged Foods
HAVELLS,Havells India Limited,65.826614,4.247,,-0.035,921134563328.0,Industrials,Electrical Equipment & Parts
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,,142.998,,,679486144.0,Consumer Cyclical,Lodging
HBLENGINE,HBL Engineering Limited,45.11101,4.609,,-0.187,140854542336.0,Industrials,Electrical Equipment & Parts
HBSL,HB Stockholdings Limited,,0.674,,,554524800.0,Financial Services,Capital Markets
HCC,Hindustan Construction Company Limited,13.983695,846.592,,,46812647424.0,Industrials,Engineering & Construction
HCG,Healthcare Global Enterprises Limited,129.5742,172.045,,0.195,74239074304.0,Healthcare,Medical Care Facilities
HCL-INSYS,HCL Infosystems Limited,,,,,4164506112.0,Technology,Electronics & Computer Distribution
HCLTECH,HCL Technologies Limited,22.601717,8.553,24.922000999999998,0.053,3854274920448.0,Technology,Information Technology Services
HDFCAMC,HDFC Asset Management Company Limited,35.386356,,,0.31,836100554752.0,Financial Services,Asset Management
HDFCBANK,HDFC Bank Limited,20.33229,,14.902999999999999,0.015,13905797578752.0,Financial Services,Banks - Regional
HDFCLIFE,HDFC Life Insurance Company Limited,84.96301,12.337,11.652,0.146,1483145740288.0,Financial Services,Insurance - Life
HDIL,Housing Development and Infrastructure Limited,,,,,1460141056.0,Real Estate,Real Estate - Diversified
HEADSUP,Heads UP Ventures Limited,,,,,242025296.0,Consumer Cyclical,Apparel Retail
HECPROJECT,HEC Infra Projects Limited,24.079575,122.739,,-0.622,920345792.0,Industrials,Engineering & Construction
HEG,HEG Limited,41.242397,12.7,,0.908,91634188288.0,Industrials,Electrical Equipment & Parts
HEIDELBERG,HeidelbergCement India Limited,42.20915,10.64,,-0.835,43916210176.0,Basic Materials,Building Materials
HEMIPROP,Hemisphere Properties India Limited,,18.061,,,34484998144.0,Real Estate,Real Estate - Diversified
HERANBA,Heranba Industries Limited,21.634964,26.253,,,9557224448.0,Basic Materials,Agricultural Inputs
HERCULES,Hercules Hoists Limited,16.998053,,,-0.738,5592629248.0,Industrials,Specialty Industrial Machinery
HERITGFOOD,Heritage Foods Limited,19.30934,16.074,,0.6,36875702272.0,Consumer Defensive,Packaged Foods
HEROMOTOCO,Hero MotoCorp Limited,17.661938,3.073,,0.013,731880292352.0,Consumer Cyclical,Auto Manufacturers
